gene,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000023191,RNH1,10094.0451322942,-0.149058029310984,0.136756464825977,-1.0899523433913,0.275734137418524,0.685898472833996
ENSG00000025708,TYMP,14165.4853349778,-0.519141755386496,0.321364518477445,-1.6154295995279,0.106217694575533,0.494773142755175
ENSG00000027869,SH2D2A,642.04968056039,-0.866791392668665,0.267669669310748,-3.23828768085925,0.0012024948817177,0.0712954108249313
ENSG00000030110,BAK1,2549.40552294546,-0.0115567326586117,0.193796525356485,-0.0596333326273695,0.952447670002033,0.987292512392364
ENSG00000030582,GRN,32443.7076062553,-0.194576062978117,0.162657893853297,-1.19622883567894,0.231607270991563,0.643698516407793
ENSG00000031698,SARS1,7923.530550848,0.0797051732460631,0.122872374495873,0.648682615381054,0.516543543444904,0.827892981227424
ENSG00000037280,FLT4,263.502368371899,0.554500832026863,0.240645230532532,2.30422531458359,0.0212099988806814,0.263939013623779
ENSG00000044090,CUL7,1853.19303078519,0.405771283745938,0.164270891922855,2.47013502511752,0.0135062061721242,0.22253766673858
ENSG00000048052,HDAC9,543.763123894274,0.237878618647438,0.365254106796467,0.65126884057184,0.514872958852978,0.826941654235575
ENSG00000049192,ADAMTS6,80.7407542752488,0.52501117289914,0.291769224569115,1.79940558732497,0.0719545463991309,0.430437870862896
ENSG00000051382,PIK3CB,2670.60254890673,-0.196126375771115,0.151423171544008,-1.29522036668024,0.195244220893896,0.605458048189271
ENSG00000054598,FOXC1,1220.59009002714,-0.276999796221969,0.322182643719421,-0.859760144196967,0.389921273411914,0.76110262889872
ENSG00000057657,PRDM1,1816.4671072911,-0.0053396395371482,0.263264204693611,-0.0202824365863279,0.983818066479754,0.994414941795569
ENSG00000058668,ATP2B4,9203.36148222479,0.393228511755522,0.224497201114891,1.75159650010193,0.0798432148229236,0.447439415928066
ENSG00000060237,WNK1,10214.1080441527,0.280578046947431,0.196035507597302,1.43126135865038,0.152355324057515,0.556975081603405
ENSG00000061273,HDAC7,5657.34553740469,0.0577217495707253,0.143693796248462,0.401699663295958,0.687905072356087,0.90541022409067
ENSG00000063176,SPHK2,671.98901512921,0.196034662360398,0.140848339637196,1.39181379677853,0.163978790947855,0.568808975895591
ENSG00000063245,EPN1,9353.77174856267,-0.30843300352598,0.153924494916274,-2.00379415695825,0.0450921150143555,0.358637886896241
ENSG00000064012,CASP8,1554.30918021723,0.0410551933678097,0.161200681927648,0.254683744987112,0.798967371960608,0.944752258210412
ENSG00000064195,DLX3,407.639040584969,-0.46559534376161,0.461830457200229,-1.00815209673308,0.313381450750672,0.714943627652254
ENSG00000064300,NGFR,1187.21528132291,-1.41446915558161,0.496799606602832,-2.84716239059427,0.0044110854561557,0.139579657004755
ENSG00000064393,HIPK2,2148.63711284823,0.126029017202074,0.230544039637794,0.546659186678942,0.584612898581156,0.860143304648101
ENSG00000064651,SLC12A2,1970.78682406136,-0.279627279127773,0.291062214174813,-0.960713089881971,0.336696447711085,0.728545731552014
ENSG00000064989,CALCRL,561.278952073195,0.812487071849144,0.303490813059438,2.67713893431766,0.0074253837129319,0.170782163343777
ENSG00000065534,MYLK,2985.39163625534,1.34586451167026,0.36361531382634,3.70134166657524,0.0002144624647835,0.0305021235200549
ENSG00000065970,FOXJ2,1886.44032462066,0.032236576852878,0.146594341163139,0.219903282739975,0.825946479634021,0.952078580293739
ENSG00000066056,TIE1,489.243918144756,0.547783819895982,0.243232702286489,2.25209774321703,0.0243160958950259,0.281597261360496
ENSG00000066336,SPI1,1168.26637525943,-0.681396353849711,0.299545229768468,-2.27476950434628,0.0229197605265063,0.273490565835252
ENSG00000066468,FGFR2,2064.00128617412,0.254152476571519,0.319672628655491,0.795039843231048,0.426590325790535,0.783485353766231
ENSG00000067066,SP100,3722.34794099968,0.044387766970069,0.183243211234611,0.242234168845896,0.808598720380571,0.947055293277709
ENSG00000067225,PKM,114162.404331661,-0.226732674642577,0.165822502784446,-1.36732150845238,0.171524552888557,0.577826366652701
ENSG00000067560,RHOA,24647.4641353893,0.0155622864956146,0.123468761670458,0.126042298351957,0.899698442303401,0.973201151085227
ENSG00000067900,ROCK1,2501.17529017016,0.174630060704971,0.142086915462407,1.22903689010811,0.219057975068084,0.630353409563306
ENSG00000069122,ADGRF5,509.205512235937,0.273784929315918,0.293499816686844,0.932828280462058,0.350908637038405,0.738632039049874
ENSG00000069431,ABCC9,116.52782138701,0.961651020638303,0.381387472676014,2.52145413663133,0.0116870909586108,0.208929990596206
ENSG00000069667,RORA,855.985912326065,0.738742938330865,0.291569073902973,2.53368071051562,0.0112871524848527,0.207079466615768
ENSG00000069702,TGFBR3,648.530933685235,0.18722653174903,0.313738314613365,0.596760175688959,0.550667510024352,0.844784615696344
ENSG00000070193,FGF10,29.9628892642857,0.291619455716836,0.479157868089131,0.60860830039128,0.542784101379173,0.841039457918723
ENSG00000070495,JMJD6,1713.35943634564,-0.235798706357758,0.141746739571062,-1.66352120035569,0.0962081507285752,0.478423692547928
ENSG00000070614,NDST1,5503.78809071167,0.185602346697806,0.17912479614033,1.03616222151846,0.300126468155432,0.705745486685858
ENSG00000071246,VASH1,497.417249704516,0.378221034860016,0.221346559173639,1.7087278712262,0.087501368881481,0.462127947637044
ENSG00000072134,EPN2,940.368030610474,0.256717373343726,0.241367119640082,1.06359712013191,0.287511247585922,0.696792770895173
ENSG00000072736,NFATC3,798.92042063551,0.0201050317701811,0.201800560647524,0.0996282255394608,0.920639484564136,0.977642712362906
ENSG00000073756,PTGS2,2542.06034630442,-0.186056292213693,0.550853588693129,-0.337759971129719,0.735544077288922,0.921809436770572
ENSG00000074181,NOTCH3,15328.3140956683,0.0924821833786067,0.235701315970469,0.39237024620683,0.694784667127235,0.907953909250378
ENSG00000074219,TEAD2,1941.15043670754,0.0214002599043502,0.243240339883762,0.0879798964044239,0.929892654518121,0.980757298379224
ENSG00000074842,MYDGF,4995.98220130832,-0.264968291322074,0.198267212723638,-1.33642011547018,0.181411995094525,0.589518548783344
ENSG00000075223,SEMA3C,3102.4163908285,0.514173260076893,0.293199551621895,1.75366318683857,0.0794882369969293,0.446135819059461
ENSG00000076706,MCAM,3339.31315656297,0.32194431175415,0.283277151220725,1.13649939773397,0.255747617476186,0.665975990158437
ENSG00000077463,SIRT6,1316.58716781854,-0.275660923055969,0.149224622857974,-1.84728845532638,0.0647053452359904,0.411264603246634
ENSG00000078098,FAP,449.998642513232,0.47860670790663,0.37013780491324,1.29305005204431,0.195993748567245,0.605935172739807
ENSG00000078401,EDN1,730.7184222777,-0.273103563963487,0.355560314410388,-0.768093493269529,0.44243164229991,0.791944845399895
ENSG00000079337,RAPGEF3,1052.42648276884,-0.401741521080301,0.324820841316594,-1.23680955769933,0.216157792923936,0.629285554820311
ENSG00000079385,CEACAM1,2195.28082365278,0.0984149891798867,0.357125138831056,0.27557564136207,0.782874020837512,0.93863249438903
ENSG00000080815,PSEN1,4757.4883604031,-0.0126805721701357,0.104832747000234,-0.120960029504019,0.903722694501395,0.973844509662667
ENSG00000081189,MEF2C,362.567372155421,0.527277897332959,0.253864201812554,2.07700768193495,0.0378008502154383,0.336114566246827
ENSG00000081479,LRP2,20.447854150725,0.261377701213568,0.525514802768971,0.49737457410591,0.618924932076553,0.876681711224088
ENSG00000085741,WNT11,292.621596654855,0.251073945534352,0.479786042518229,0.523303979866845,0.600762731860326,0.866681329835739
ENSG00000086062,B4GALT1,18579.8923830469,0.11999739370278,0.224207563701174,0.535206715250309,0.592506923269961,0.863648439841815
ENSG00000086598,TMED2,12962.6674985309,0.0002133320046379,0.108298059102226,0.0019698599070602,0.998428280209682,0.999209115673871
ENSG00000087088,BAX,4683.08534179769,-0.15877857035208,0.142081429100314,-1.11751811167367,0.263772859968226,0.673219292318305
ENSG00000087245,MMP2,8641.90072745815,0.652697260067248,0.314908379165301,2.07265764663771,0.038204152029166,0.338329272525879
ENSG00000091129,NRCAM,622.494596599854,-0.378112965385226,0.538553457189087,-0.702089941746433,0.482623074584446,0.812159444459254
ENSG00000091879,ANGPT2,379.618202913589,0.168152638732409,0.26728757828626,0.629107569497003,0.529278635218755,0.832393484161753
ENSG00000092148,HECTD1,7092.57517570735,-0.0629753654926231,0.192991613704136,-0.326311409516306,0.744188756721735,0.924914522127251
ENSG00000092421,SEMA6A,688.239380194708,-0.56981492401283,0.438765162430634,-1.29867859347861,0.194054253410369,0.604345589919755
ENSG00000092847,AGO1,2608.34444943898,-0.0833016679511651,0.10674387402102,-0.780388277221056,0.435162365903465,0.787687165109405
ENSG00000092969,TGFB2,621.328080363588,0.0937608908075571,0.42063553131286,0.222902926233827,0.823611058879115,0.95161928897539
ENSG00000096717,SIRT1,1091.75731876157,0.0108067898692635,0.155950816967946,0.0692961414333897,0.944753897046656,0.985841318500167
ENSG00000097007,ABL1,4504.28778382327,0.0994807929295633,0.144573852962251,0.68809671245006,0.491391880616234,0.817106257453357
ENSG00000099250,NRP1,2624.52155047474,0.242483363988666,0.272188542625066,0.890865433387038,0.373001366435754,0.753011801438277
ENSG00000099942,CRKL,5876.40173369161,0.0054364940315789,0.130798704003762,0.0415638218511902,0.966846414284974,0.990483689478099
ENSG00000100030,MAPK1,6278.22495516208,0.136530418671356,0.115016024780621,1.18705562056914,0.235205681982514,0.647002338320861
ENSG00000100065,CARD10,2254.38512797804,0.155025478794865,0.329082716175517,0.471083624799613,0.637581018390714,0.885294194336107
ENSG00000100147,CCDC134,770.525433254747,0.188471150195164,0.188837051081183,0.998062345901272,0.318249127474528,0.717393557066891
ENSG00000100219,XBP1,10880.5502120927,-0.14313678910297,0.252566961702195,-0.566728079311277,0.570898940503036,0.853955028824847
ENSG00000100292,HMOX1,2065.33089753778,-0.262867624315797,0.276546921917105,-0.950535346745213,0.341840302412009,0.733124660785551
ENSG00000100311,PDGFB,936.517321339085,0.176822030693556,0.263817507684764,0.670243731150855,0.502702430538448,0.822448169971064
ENSG00000100324,TAB1,1811.59026818664,-0.0107308439966335,0.117462872646108,-0.0913551980715077,0.92721035958845,0.979415255980783
ENSG00000100345,MYH9,61302.4510908355,0.134653535666412,0.138392148641137,0.972985367945842,0.330560574349817,0.72417245541039
ENSG00000100644,HIF1A,10389.7230093544,0.0336935833320732,0.195452038367546,0.172387986400596,0.863132516258836,0.962925642803473
ENSG00000100968,NFATC4,1202.13532220811,1.14871511287739,0.329986277358824,3.48109964472336,0.0004993596819316,0.0479260454733931
ENSG00000101017,CD40,1721.00242779559,-0.0497870585515779,0.279947272041364,-0.177844414016013,0.858845165961478,0.961355216119473
ENSG00000101096,NFATC2,690.128964982558,-0.184563364593384,0.281946242913018,-0.654604802271909,0.51272223139255,0.825835158425898
ENSG00000101109,STK4,2702.43939823928,0.0424639073192198,0.123473711871163,0.343910510793812,0.730913587021726,0.920135118196202
ENSG00000101144,BMP7,3537.74465947484,-0.224309909905821,0.49054216438234,-0.457269377013202,0.647477437692524,0.890126309652475
ENSG00000101230,ISM1,209.600292739928,0.393893634415518,0.320584870234965,1.22867193990416,0.219194830890465,0.630353409563306
ENSG00000101280,ANGPT4,13.8438196304356,0.640057186079748,0.397429890212633,1.6104908106869,0.107290749972845,0.497300560393303
ENSG00000101346,POFUT1,3540.10720883957,0.241001617788272,0.120937224234341,1.99278277895052,0.0462852382907801,0.360973143318039
ENSG00000101384,JAG1,9071.87098228252,-0.0022757991818161,0.254996080208646,-0.0089248398640245,0.992879102598179,0.997164911674142
ENSG00000101445,PPP1R16B,502.942706116417,-0.343395354714896,0.325213054246232,-1.0559088887462,0.291009842740371,0.698743207348399
ENSG00000101665,SMAD7,1397.0950149065,0.314768754664027,0.18915205048167,1.66410437456257,0.0960915730138967,0.478153660143032
ENSG00000101680,LAMA1,403.233395546637,-0.463273732301559,0.534384714437924,-0.866929236156838,0.385980783426941,0.759118177417939
ENSG00000101752,MIB1,2736.95558802329,0.247600440487773,0.138774710526741,1.78418992587314,0.0743928087315485,0.435089510765989
ENSG00000102144,PGK1,32424.5645570039,0.142439477812185,0.17117692865059,0.832118434038124,0.405342097700172,0.769500028859786
ENSG00000102359,SRPX2,888.67241955289,0.124799309208087,0.339327089317569,0.36778469251917,0.713033783866444,0.913115417158191
ENSG00000102554,KLF5,19845.1528973825,-0.193844364584178,0.247050309603117,-0.784635181779722,0.432667496383965,0.785905142473643
ENSG00000102678,FGF9,135.058283697925,3.57340382861428,0.617199813394992,5.78970335223902,,
ENSG00000102755,FLT1,1398.21937791758,0.413599636155844,0.272557017839558,1.51747931289486,0.129145712628649,0.528420347222364
ENSG00000102760,RGCC,905.582825543869,0.18915397346662,0.23269504082316,0.812883561237435,0.41628482036073,0.776353709873792
ENSG00000103148,NPRL3,2221.82541184496,0.0190191064129358,0.130152977421791,0.146128861511174,0.883819662774685,0.96964448767039
ENSG00000103241,FOXF1,135.406249507831,-0.2301191158051,0.304400931745254,-0.755973756340803,0.449664930507329,0.794499566471658
ENSG00000103811,CTSH,12637.1066417211,-0.3529766781497,0.254066186948327,-1.38930993686889,0.164738523542747,0.568860977630407
ENSG00000104067,TJP1,5627.88594217107,0.143190078232711,0.139136605711299,1.02913304159383,0.303417161428351,0.708672666896721
ENSG00000104313,EYA1,70.6350829184761,-0.646357101298126,0.597794035661373,-1.08123711970967,0.279591650115102,0.689813949676601
ENSG00000104332,SFRP1,2627.70727310559,1.04553030322576,0.469027110223442,2.22914684553665,0.0258041358665046,0.291238678374064
ENSG00000104903,LYL1,214.005727696319,-0.231874504946738,0.246106044167086,-0.942173142197651,0.346104002119502,0.735100007821172
ENSG00000105287,PRKD2,4558.03928577052,-0.222074232600638,0.130544725175899,-1.7011352415918,0.0889175946353029,0.463170780416234
ENSG00000105329,TGFB1,4342.09063108177,-0.0945489823572651,0.250331898512326,-0.377694504452494,0.705657550749337,0.910049875735099
ENSG00000105429,MEGF8,2638.49242681101,0.0615046502746678,0.159946137998791,0.384533512619934,0.700583062135041,0.909465000426407
ENSG00000105538,RASIP1,3166.39939469608,-0.331183009363091,0.305270352724549,-1.08488428832761,0.277972907564664,0.687928588303578
ENSG00000105664,COMP,1376.26341459917,-0.101228652370885,0.501064642809054,-0.202027131276674,0.839895513792202,0.956093615359716
ENSG00000105672,ETV2,101.755983286495,-0.251928550365356,0.225303975844379,-1.11817179178128,0.263493629334799,0.673219292318305
ENSG00000105851,PIK3CG,261.473644807818,-0.583385403065072,0.291414002106761,-2.00191273874118,0.0452941173514155,0.35945037005082
ENSG00000105855,ITGB8,3861.84629641006,0.0617963525147629,0.24882083889587,0.24835682087152,0.80385833906086,0.945541834899928
ENSG00000105974,CAV1,7322.29663463153,-0.0192108828362878,0.395931740560565,-0.0485206940193499,0.961301272421163,0.989139474580685
ENSG00000105989,WNT2,342.481890410287,0.921392811746562,0.410759922075334,2.24314194795659,0.0248876623852295,0.285270569086762
ENSG00000105991,HOXA1,168.731016429202,0.451569202442103,0.325348139955253,1.38795692055965,0.165150163468551,0.569549943418478
ENSG00000105997,HOXA3,263.583995056479,0.0550468293823222,0.259404713397117,0.21220443014099,0.831947550693172,0.953315915860335
ENSG00000106004,HOXA5,420.998162608172,0.217393732902426,0.296239477751652,0.733844572480224,0.463043471537212,0.802895053022715
ENSG00000106025,TSPAN12,677.568821012498,0.225810745354013,0.403024633534965,0.560290182199055,0.575281522948195,0.855264117183898
ENSG00000106031,HOXA13,435.001992909442,-0.0246064368170681,0.398644845919907,-0.0617252099680019,0.950781663593141,0.987139722864539
ENSG00000106178,CCL24,58.777811151941,-0.402692248043035,0.423911405477319,-0.949944358278373,0.342140525930795,0.733124660785551
ENSG00000106211,HSPB1,135018.996274439,-0.42067322608153,0.314107798506119,-1.33926387081833,0.180484786021344,0.588809692835037
ENSG00000106366,SERPINE1,5857.28861123373,-0.313402574763183,0.43143494205469,-0.726419082493914,0.467581896402376,0.804972834235554
ENSG00000106392,C1GALT1,1876.57922264734,0.263246690428337,0.182029079582659,1.44617931943559,0.148126912644375,0.551590264566149
ENSG00000106546,AHR,3520.6724431791,0.0201802751577082,0.217022596579717,0.0929869768206166,0.925913907384821,0.979161632250662
ENSG00000106571,GLI3,1134.6602098905,0.720313225624894,0.352481603320793,2.04354842589994,0.0409981787268133,0.345726541751206
ENSG00000106688,SLC1A1,427.833269311954,-0.191308972185192,0.362559910999252,-0.527661681232007,0.597734173612383,0.865269921013328
ENSG00000106799,TGFBR1,3855.80882010685,0.031995043556924,0.259605781078278,0.123244726770074,0.901913308674031,0.973348848689185
ENSG00000106991,ENG,3431.85089372159,0.078614807974889,0.203518988163859,0.386277509947101,0.699291154867697,0.909300299358653
ENSG00000107014,RLN2,16.6037789814962,0.098800027266354,0.458858519702853,0.215316972495868,0.829520197814802,0.952716701436078
ENSG00000107338,SHB,1282.43553540411,-0.352207152198248,0.21654168136757,-1.62650973232443,0.103841264697209,0.491951593766874
ENSG00000107372,ZFAND5,7860.16803210694,-0.255955737633415,0.141914144974144,-1.80359567173553,0.0712947151037589,0.428711340744697
ENSG00000107731,UNC5B,4410.20572130268,-0.0919421314296153,0.264993371301746,-0.346960118202057,0.728621280806775,0.919972733766555
ENSG00000107758,PPP3CB,2115.19669621937,0.283639896555706,0.129268607011235,2.19419009080105,0.0282217466545091,0.303395391539832
ENSG00000107779,BMPR1A,1311.29616447055,0.117298647176558,0.144798738825022,0.81008058584201,0.417893861525776,0.777157554623084
ENSG00000107796,ACTA2,1767.20192068514,-0.0642852081432382,0.32832625234885,-0.195796734751915,0.844769265900031,0.957030053415176
ENSG00000107798,LIPA,4068.8688315286,-0.2833936775409,0.241267649372167,-1.17460288720164,0.240153627672675,0.652815038679425
ENSG00000107882,SUFU,1195.80455777983,0.215075491700865,0.128655366809171,1.67171799385467,0.0945799442097805,0.47556307245756
ENSG00000108175,ZMIZ1,4957.01666893894,0.0694950969162313,0.178618912745473,0.389069084835713,0.697225042018083,0.908453785204131
ENSG00000108641,B9D1,540.229387141159,0.105297362522627,0.215985541351486,0.487520423190133,0.625889573283905,0.879296711564499
ENSG00000108691,CCL2,1977.23457212851,-0.909773028653615,0.402128125608223,-2.2623959149278,0.023672953101138,0.278988386662375
ENSG00000108784,NAGLU,1797.18418557001,-0.0276163531932639,0.164915372426837,-0.167457725661782,0.867009907822467,0.964344688198118
ENSG00000108821,COL1A1,72914.6372384331,0.491077857574223,0.351765143566891,1.39603899520773,0.162702752679564,0.567945887094396
ENSG00000108840,HDAC5,3492.01038777994,0.0078426529107459,0.151580985212611,0.0517390284787082,0.958736638641509,0.988460610290395
ENSG00000109101,FOXN1,1293.48627296936,-0.500029315623365,0.489791379103389,-1.02090264744699,0.307300564713657,0.712045965259427
ENSG00000109458,GAB1,996.540796405712,0.405015062109222,0.188402036666726,2.14973823677752,0.0315759261021406,0.316707982511085
ENSG00000109670,FBXW7,1073.48894145815,-0.0327483023536732,0.125942923015478,-0.260024950744145,0.794844527484777,0.942850928110055
ENSG00000109756,RAPGEF2,1089.62526525774,0.108962531335302,0.172329743859943,0.632290914468362,0.527196799320302,0.83144678212733
ENSG00000109854,HTATIP2,3087.95518252918,-0.298922455908447,0.168150217266429,-1.7777107919808,0.0754513663015924,0.437219313557454
ENSG00000110195,FOLR1,1018.10729778998,-0.762349346682789,0.730218428051793,-1.04400179096646,0.296484561021258,0.703358583092375
ENSG00000110492,MDK,17805.0608917537,0.0279343299542573,0.303355326682026,0.0920845210130027,0.926630886637345,0.97937419390531
ENSG00000110955,ATP5F1B,30856.4546073319,-0.112707792060385,0.119240319474019,-0.945215448579395,0.344548894037156,0.734476651516884
ENSG00000111145,ELK3,3161.55298935895,0.109087060833199,0.219837072742798,0.496217764693526,0.619740778700406,0.876938445470092
ENSG00000111863,ADTRP,188.320863933045,-0.320060575313382,0.430151906482139,-0.744064063160607,0.456837719077306,0.799179769212931
ENSG00000111961,SASH1,1703.33047845101,0.138404285272171,0.217525543901802,0.63626681625332,0.52460252975135,0.83006370399493
ENSG00000112062,MAPK14,3618.04153093677,0.194484394822172,0.120846401344492,1.60935197621453,0.107539399880197,0.497363814771076
ENSG00000112096,SOD2,27301.1031547048,-0.0228882888787627,0.260487279603695,-0.0878672037789519,0.929982223345915,0.980757298379224
ENSG00000112293,GPLD1,94.4403992018055,0.203069985139256,0.324304144235326,0.626171415780312,0.531202513772493,0.8334058536371
ENSG00000112531,QKI,3777.85304194362,0.226820851831445,0.144769191972625,1.56677569820474,0.117167129657232,0.511339612608132
ENSG00000112562,SMOC2,1100.44862319048,0.930569595103119,0.4670455257006,1.99246014338153,0.0463205940724272,0.361065503845783
ENSG00000112655,PTK7,8138.46158395909,0.245921630982266,0.162476734896961,1.51358058209518,0.130132249105672,0.529915358596315
ENSG00000112658,SRF,4094.08405688808,0.121973474885507,0.131806553928737,0.925397647156858,0.354759102246679,0.741412503138946
ENSG00000112715,VEGFA,11556.6512695469,0.492472373207209,0.245405786598131,2.00676756662493,0.044774417822522,0.357915648142972
ENSG00000112761,CCN6,80.4527373080614,1.17984258173965,0.632672660505638,1.8648546956284,0.0622017741897437,0.404390610597183
ENSG00000112902,SEMA5A,1080.50915246949,-0.369053160934074,0.43005162839738,-0.858160129074219,0.390804048735122,0.761668609262157
ENSG00000113083,LOX,2199.01491078199,0.094294486281835,0.334901875277699,0.281558549660692,0.778282027328025,0.936729191460739
ENSG00000113140,SPARC,26995.3560469893,0.451852806240863,0.288148128896972,1.56812681022969,0.116851540795641,0.5106352477114
ENSG00000113296,THBS4,115.510665781312,-0.262239182287747,0.423906018329978,-0.618625758890769,0.536162928464787,0.836811823899214
ENSG00000113302,IL12B,14.3841712249615,-0.0189509941711494,0.431765834538926,-0.0438918336171429,0.96499062485866,0.989635862022673
ENSG00000113389,NPR3,616.489565763971,-0.503854724263048,0.443514838109056,-1.13604930651532,0.255935929298566,0.666083663371587
ENSG00000113578,FGF1,179.344966386146,-0.0290224159836682,0.390240695018612,-0.0743705522108196,0.940715539827521,0.983746708225549
ENSG00000113721,PDGFRB,3149.28885139055,0.505751108385624,0.283638755803194,1.78308181811567,0.0745729856797607,0.435581121376343
ENSG00000114019,AMOTL2,4337.52791604161,0.0777609997976563,0.25641073946244,0.303267327884474,0.761686143009472,0.932420266422046
ENSG00000114209,PDCD10,3284.57450407155,0.247685782575553,0.141808464852608,1.74662198644482,0.080702930808802,0.449012393297088
ENSG00000114251,WNT5A,2176.78581386627,0.432049717170005,0.367006551970555,1.17722616898858,0.239105246333693,0.652203163475284
ENSG00000114315,HES1,6029.40898873622,-0.194517624906233,0.210137497237313,-0.925668324138076,0.354618374218171,0.741412503138946
ENSG00000114378,HYAL1,671.640421660474,-0.283524807201592,0.331435588254094,-0.855444669340184,0.392305023379778,0.762723296337667
ENSG00000114739,ACVR2B,609.847650889287,0.300230876588555,0.16222105389796,1.85075160945141,0.0642052955999018,0.41015398374545
ENSG00000115008,IL1A,855.987176226398,1.3077312376613,0.580084704261485,2.25437979669916,0.0241722851705688,0.281182207243731
ENSG00000115053,NCL,34619.4774208711,0.12157102426144,0.131310789493547,0.925826618896495,0.354536091318033,0.741412503138946
ENSG00000115170,ACVR1,1721.61039591497,0.140308193071937,0.161823914832252,0.867042385035502,0.385918786742231,0.759118177417939
ENSG00000115234,SNX17,5951.81790832961,0.130162790707257,0.10042644802205,1.29610071122578,0.194940789992208,0.604871847064124
ENSG00000115414,FN1,34598.8462409621,1.02493877248519,0.38461846676575,2.66481945368845,0.0077029666024135,0.1729338525536
ENSG00000115415,STAT1,23428.6541326262,0.0411162007614977,0.265378296089351,0.154934300835416,0.87687311198586,0.968053143723064
ENSG00000115539,PDCL3,1526.01248219387,-0.225290126859995,0.125710285733066,-1.79213757685968,0.073110930921825,0.433133198464019
ENSG00000115904,SOS1,2720.71134931302,0.220910387015957,0.113719838045954,1.94258443216116,0.0520663893853417,0.379824928931738
ENSG00000115966,ATF2,1991.82700570167,0.057819786622889,0.103398339212643,0.559194538937229,0.576028959769269,0.855808259760454
ENSG00000116016,EPAS1,10748.4412723951,-0.0196300043682899,0.25080813161131,-0.0782670172700442,0.937615653361281,0.983127329485107
ENSG00000116044,NFE2L2,10291.5072734895,-0.196455733184271,0.196480273738585,-0.99987509914432,0.317370956338795,0.717393557066891
ENSG00000116132,PRRX1,2277.86490626619,-0.325101297418995,0.375105639497432,-0.866692641183872,0.386110438514174,0.75916925657153
ENSG00000116285,ERRFI1,4114.38541092027,0.387071100801373,0.257008911254738,1.50606101131537,0.132051512189918,0.53339574836972
ENSG00000116473,RAP1A,3591.2293402647,0.163332108401323,0.100296323231393,1.62849547360276,0.103419868228981,0.491220382469603
ENSG00000116678,LEPR,397.650643214585,0.494874753020045,0.283952315673572,1.74280935813514,0.0813669211295268,0.449676904192588
ENSG00000116717,GADD45A,3799.65206591726,-0.0317936899786134,0.273413604307596,-0.116284228281651,0.907427284818667,0.975013544803302
